cleaned_text,sentimen,text_without_stopwords,test_nltk,tokens
benar banget bro bagaimana ya bisa lupa sama semua kenangan indah itu kok tega sih ngelakuin kdrt ke orang yang dia sayang miris parah,negatif,benar banget bro bagaimana lupa sama kenangan indah kok tega sih ngelakuin kdrt orang sayang miris parah,banget bro lupa kenangan indah tega sih ngelakuin kdrt orang sayang miris parah,"['benar', 'banget', 'bro', 'bagaimana', 'lupa', 'sama', 'kenangan', 'indah', 'kok', 'tega', 'sih', 'ngelakuin', 'kdrt', 'orang', 'sayang', 'miris', 'parah']"
orang orang yang kdrt ini waktu mau mukul istrinya apa tidak kebayang dulu bagaimana awal mereka bisa ketemu apa tidak kebayang seberapa besar dia jatuh cinta ke pasangannya dulu miris banget,negatif,orang orang kdrt waktu mau mukul istrinya apa kebayang dulu bagaimana awal ketemu apa kebayang seberapa besar jatuh cinta pasangannya dulu miris banget,orang orang kdrt mukul istrinya kebayang ketemu kebayang jatuh cinta pasangannya miris banget,"['orang', 'orang', 'kdrt', 'waktu', 'mau', 'mukul', 'istrinya', 'apa', 'kebayang', 'dulu', 'bagaimana', 'awal', 'ketemu', 'apa', 'kebayang', 'seberapa', 'besar', 'jatuh', 'cinta', 'pasangannya', 'dulu', 'miris', 'banget']"
sumpah saya ingin cerita ini benar benar sangat mengecewakan saya dan saya kesel banget kejadian kemarin tanggal pagi pagi mamah saya telepon teriak dan minta tolong buat lapor polisi karena bapak saya melakukan kdrt dan meludahi mamah saya btw mamah saya ini nikah sudah tahun,negatif,sumpah ingin cerita benar benar sangat mengecewakan kesel banget kejadian kemarin tanggal pagi pagi mamah telepon teriak minta buat lapor polisi bapak melakukan kdrt meludahi mamah btw mamah nikah tahun,sumpah cerita mengecewakan kesel banget kejadian kemarin tanggal pagi pagi mamah telepon teriak tolong lapor polisi kdrt meludahi mamah btw mamah nikah,"['sumpah', 'ingin', 'cerita', 'benar', 'benar', 'sangat', 'mengecewakan', 'kesel', 'banget', 'kejadian', 'kemarin', 'tanggal', 'pagi', 'pagi', 'mamah', 'telepon', 'teriak', 'minta', 'buat', 'lapor', 'polisi', 'bapak', 'melakukan', 'kdrt', 'meludahi', 'mamah', 'btw', 'mamah', 'nikah', 'tahun']"
menikah itu lama banget be waspada yang dari pacaran sudah suka tamparmenampar baik fisik nyakitin secara mental semoga kita semua dapat pasangan yang punya gud eq dan anti kdrt,positif,menikah lama banget be waspada pacaran suka tamparmenampar baik fisik nyakitin mental semoga pasangan punya gud eq anti kdrt,menikah banget be waspada pacaran suka tamparmenampar fisik nyakitin mental semoga pasangan gud eq anti kdrt,"['menikah', 'lama', 'banget', 'be', 'waspada', 'pacaran', 'suka', 'tamparmenampar', 'baik', 'fisik', 'nyakitin', 'mental', 'semoga', 'pasangan', 'punya', 'gud', 'eq', 'anti', 'kdrt']"
capek loh memberitahu teman yng sudah terkena kdrt anaknya dijadiin bahan ngancem ama lakinya tetapi tidak lepas lepas dari tuh laki malah bunting lagi sudah cerita ke kelurganya tetapi keluarganya tidak mau jemput maunye dia balik sendiri kerumah,negatif,capek loh memberitahu teman yng terkena kdrt anaknya dijadiin bahan ngancem ama lakinya lepas lepas tuh laki bunting cerita kelurganya keluarganya mau jemput maunye balik sendiri kerumah,capek loh memberitahu teman yng terkena kdrt anaknya dijadiin bahan ngancem ama lakinya lepas lepas tuh laki bunting cerita kelurganya keluarganya jemput maunye kerumah,"['capek', 'loh', 'memberitahu', 'teman', 'yng', 'terkena', 'kdrt', 'anaknya', 'dijadiin', 'bahan', 'ngancem', 'ama', 'lakinya', 'lepas', 'lepas', 'tuh', 'laki', 'bunting', 'cerita', 'kelurganya', 'keluarganya', 'mau', 'jemput', 'maunye', 'balik', 'sendiri', 'kerumah']"
noyor istri dibilang bercanda menghina penjual es teh dibilang guyonan berhentilah pakai istilah candaan dan guyonan untuk menjabarkan kelakuannya sebut saja langsung kalau itu kdrt dan pelecehan,negatif,noyor istri dibilang bercanda menghina penjual es teh dibilang guyonan berhentilah pakai istilah candaan guyonan menjabarkan kelakuannya sebut langsung kdrt pelecehan,noyor istri dibilang bercanda menghina penjual es teh dibilang guyonan berhentilah pakai istilah candaan guyonan menjabarkan kelakuannya langsung kdrt pelecehan,"['noyor', 'istri', 'dibilang', 'bercanda', 'menghina', 'penjual', 'es', 'teh', 'dibilang', 'guyonan', 'berhentilah', 'pakai', 'istilah', 'candaan', 'guyonan', 'menjabarkan', 'kelakuannya', 'sebut', 'langsung', 'kdrt', 'pelecehan']"
eh kamu berenti kdrt tidak ke baby saya belum terbiasa melihat baby saya disakitin secara fisik seperti begini,negatif,eh berenti kdrt baby terbiasa melihat baby disakitin fisik begini,eh berenti kdrt baby terbiasa baby disakitin fisik,"['eh', 'berenti', 'kdrt', 'baby', 'terbiasa', 'melihat', 'baby', 'disakitin', 'fisik', 'begini']"
pentingnya paham arti kiasan untuk kepercayaan kamu minimal tahu dia tidak akan bahayain nyawa orang kamu pura setuju sama partner tukang kdrt diajak main ginian ya wasalam,positif,pentingnya paham arti kiasan kepercayaan minimal tahu bahayain nyawa orang pura setuju sama partner tukang kdrt diajak main ginian wasalam,paham arti kiasan kepercayaan minimal bahayain nyawa orang pura setuju partner tukang kdrt diajak main ginian wasalam,"['pentingnya', 'paham', 'arti', 'kiasan', 'kepercayaan', 'minimal', 'tahu', 'bahayain', 'nyawa', 'orang', 'pura', 'setuju', 'sama', 'partner', 'tukang', 'kdrt', 'diajak', 'main', 'ginian', 'wasalam']"
kebayang dirumah perlakuan ke istrinya bagaimana setelah video yang dulu viral tangan besi ini sepertinya dan ringan tangan juga kalau dilihat dari gesture tidak heran kalau suatu saat ini kena laporan kdrt modelan begini mah,negatif,kebayang dirumah perlakuan istrinya bagaimana video dulu viral tangan besi sepertinya ringan tangan dilihat gesture heran suatu kena laporan kdrt modelan begini,kebayang dirumah perlakuan istrinya video viral tangan besi ringan tangan gesture heran kena laporan kdrt modelan,"['kebayang', 'dirumah', 'perlakuan', 'istrinya', 'bagaimana', 'video', 'dulu', 'viral', 'tangan', 'besi', 'sepertinya', 'ringan', 'tangan', 'dilihat', 'gesture', 'heran', 'suatu', 'kena', 'laporan', 'kdrt', 'modelan', 'begini']"
oiya yaaa dua orang dewasa saling sayang mah ganormal ya yang normal mah kaum kamu kan ya dua orang dewasa saling pukul di rumah tangga alias kdrt lmaooo anak dungu makhir fokus belajar sana,negatif,oiya yaaa orang dewasa saling sayang ganormal normal kaum kan dua orang dewasa saling pukul rumah tangga alias kdrt lmaooo anak dungu makhir fokus belajar sana,oiya yaaa orang dewasa sayang ganormal normal kaum orang dewasa rumah tangga alias kdrt lmaooo anak dungu makhir fokus belajar,"['oiya', 'yaaa', 'orang', 'dewasa', 'saling', 'sayang', 'ganormal', 'normal', 'kaum', 'kan', 'dua', 'orang', 'dewasa', 'saling', 'pukul', 'rumah', 'tangga', 'alias', 'kdrt', 'lmaooo', 'anak', 'dungu', 'makhir', 'fokus', 'belajar', 'sana']"
melihat banyak perceraian kdrt dan lainlainnya belun siap lahir batin,negatif,melihat banyak perceraian kdrt lainlainnya belun siap lahir batin,perceraian kdrt lainlainnya belun lahir batin,"['melihat', 'banyak', 'perceraian', 'kdrt', 'lainlainnya', 'belun', 'siap', 'lahir', 'batin']"
nah banyak yang ngatain cowok korea banci padahal mereka fuckboy nya minta ampun apalagi masalah kdrt hahaha,negatif,banyak ngatain cowok korea banci padahal fuckboy nya minta ampun masalah kdrt hahaha,ngatain cowok korea banci fuckboy nya ampun kdrt hahaha,"['banyak', 'ngatain', 'cowok', 'korea', 'banci', 'padahal', 'fuckboy', 'nya', 'minta', 'ampun', 'masalah', 'kdrt', 'hahaha']"
ini yang saya alamin sekarang nikah karena ingin keluar dari kelurga yang not suppotif malah salah pilih pasangan hidup dpetnya yang tidak beradab npd manipulatif kdrt dari pas anakku umur bulan saya beraniin keluar dari rumah suami gugat cerai dia sekarang saya umur tahun jobless dan sakit,negatif,alamin sekarang nikah ingin keluar kelurga not suppotif salah pilih pasangan hidup dpetnya beradab npd manipulatif kdrt pas anakku umur bulan beraniin keluar rumah suami gugat cerai sekarang umur tahun jobless sakit,alamin nikah kelurga not suppotif salah pilih pasangan hidup dpetnya beradab npd manipulatif kdrt pas anakku umur beraniin rumah suami gugat cerai umur jobless sakit,"['alamin', 'sekarang', 'nikah', 'ingin', 'keluar', 'kelurga', 'not', 'suppotif', 'salah', 'pilih', 'pasangan', 'hidup', 'dpetnya', 'beradab', 'npd', 'manipulatif', 'kdrt', 'pas', 'anakku', 'umur', 'bulan', 'beraniin', 'keluar', 'rumah', 'suami', 'gugat', 'cerai', 'sekarang', 'umur', 'tahun', 'jobless', 'sakit']"
cuman ingin ngomong cewek anjing cewek babi cewek goblog tidak punya otak tidak punya hati nurani saya sumpahin hancur hidup kamu terkena kdrt sama cowok kamu di selingkuhin sama cowok kamu direndahin harga dirinya tidak dianggap ada agar kamu merasakan jadi saya gedeg banget sumpah,negatif,cuman ngomong cewek anjing cewek babi cewek goblog punya otak punya hati nurani sumpahin hancur hidup terkena kdrt sama cowok selingkuhin sama cowok direndahin harga dianggap merasakan gedeg banget sumpah,cuman ngomong cewek anjing cewek babi cewek goblog otak hati nurani sumpahin hancur hidup terkena kdrt cowok selingkuhin cowok direndahin harga dianggap merasakan gedeg banget sumpah,"['cuman', 'ngomong', 'cewek', 'anjing', 'cewek', 'babi', 'cewek', 'goblog', 'punya', 'otak', 'punya', 'hati', 'nurani', 'sumpahin', 'hancur', 'hidup', 'terkena', 'kdrt', 'sama', 'cowok', 'selingkuhin', 'sama', 'cowok', 'direndahin', 'harga', 'dianggap', 'merasakan', 'gedeg', 'banget', 'sumpah']"
kasihan padahal pengacara semoga istri lebih waspada trhdp suaminya kdrt itu susah disembuhin kcuali ke psikolog dan hipnoterapis rutin sudah pasti dia gakan berubah berubah pun pasti ke hal yang lain misal selingkuh judi dan lainlainnya karena memang otaknya sudah kena get help jangan serumah lagi,negatif,kasihan padahal pengacara semoga istri lebih waspada trhdp suaminya kdrt susah disembuhin kcuali psikolog hipnoterapis rutin pasti gakan berubah berubah pasti hal lain misal selingkuh judi lainlainnya otaknya kena get help jangan serumah,kasihan pengacara semoga istri waspada trhdp suaminya kdrt susah disembuhin kcuali psikolog hipnoterapis rutin gakan berubah berubah selingkuh judi lainlainnya otaknya kena get help serumah,"['kasihan', 'padahal', 'pengacara', 'semoga', 'istri', 'lebih', 'waspada', 'trhdp', 'suaminya', 'kdrt', 'susah', 'disembuhin', 'kcuali', 'psikolog', 'hipnoterapis', 'rutin', 'pasti', 'gakan', 'berubah', 'berubah', 'pasti', 'hal', 'lain', 'misal', 'selingkuh', 'judi', 'lainlainnya', 'otaknya', 'kena', 'get', 'help', 'jangan', 'serumah']"
semoga yah dan tahu batas buat ngontrol emosi juga itu penting banget agar tidak terkena kdrt,positif,semoga yah tahu batas buat ngontrol emosi penting banget terkena kdrt,semoga yah batas ngontrol emosi banget terkena kdrt,"['semoga', 'yah', 'tahu', 'batas', 'buat', 'ngontrol', 'emosi', 'penting', 'banget', 'terkena', 'kdrt']"
banyakan di indonesia cowoknya yang teraniaya sama cewek boro cowok bikin ulah kdrt,negatif,banyakan indonesia cowoknya teraniaya sama cewek boro cowok bikin ulah kdrt,banyakan indonesia cowoknya teraniaya cewek boro cowok bikin ulah kdrt,"['banyakan', 'indonesia', 'cowoknya', 'teraniaya', 'sama', 'cewek', 'boro', 'cowok', 'bikin', 'ulah', 'kdrt']"
pada heran ada tunadaksa bisa mencabuli orang lha suami eks art saya tunanetra tetapi bisa buntingin selingkuhannya hobi kdrt pula ke bininya never underestime the devil in any forms,negatif,heran tunadaksa mencabuli orang lha suami eks art tunanetra buntingin selingkuhannya hobi kdrt bininya never underestime the devil in any forms,heran tunadaksa mencabuli orang lha suami eks art tunanetra buntingin selingkuhannya hobi kdrt bininya never underestime the devil in any forms,"['heran', 'tunadaksa', 'mencabuli', 'orang', 'lha', 'suami', 'eks', 'art', 'tunanetra', 'buntingin', 'selingkuhannya', 'hobi', 'kdrt', 'bininya', 'never', 'underestime', 'the', 'devil', 'in', 'any', 'forms']"
semoga kalau di belakang umum tidak ada kdrt,positif,semoga belakang umum ada kdrt,semoga kdrt,"['semoga', 'belakang', 'umum', 'ada', 'kdrt']"
yang haram bagi mereka mah cuman lgbt sama babi rape kdrt pembunuhan wanita tidak bertanggung jawab menyalahkan kaum rentan mah langsung tidak lihat wkwkwkwkwk,negatif,haram cuman lgbt sama babi rape kdrt pembunuhan wanita bertanggung jawab menyalahkan kaum rentan langsung lihat wkwkwkwkwk,haram cuman lgbt babi rape kdrt pembunuhan wanita bertanggung menyalahkan kaum rentan langsung lihat wkwkwkwkwk,"['haram', 'cuman', 'lgbt', 'sama', 'babi', 'rape', 'kdrt', 'pembunuhan', 'wanita', 'bertanggung', 'jawab', 'menyalahkan', 'kaum', 'rentan', 'langsung', 'lihat', 'wkwkwkwkwk']"
ingin pindah dari lingkungan toksik gakuat banget harihari denger tetangga berantem kdrt suami istri nyiksa anaknya kena mental,negatif,pindah lingkungan toksik gakuat banget harihari denger tetangga berantem kdrt suami istri nyiksa anaknya kena mental,pindah lingkungan toksik gakuat banget harihari denger tetangga berantem kdrt suami istri nyiksa anaknya kena mental,"['pindah', 'lingkungan', 'toksik', 'gakuat', 'banget', 'harihari', 'denger', 'tetangga', 'berantem', 'kdrt', 'suami', 'istri', 'nyiksa', 'anaknya', 'kena', 'mental']"
seram banget kalau suami sudah kdrt tuh mengerikan lihatnya,negatif,seram banget suami kdrt tuh mengerikan lihatnya,seram banget suami kdrt tuh mengerikan lihatnya,"['seram', 'banget', 'suami', 'kdrt', 'tuh', 'mengerikan', 'lihatnya']"
memang muka dukun preman kdrt nyaa kelihatan banget kok bisa orang orang suka sama dia,negatif,muka dukun preman kdrt nyaa kelihatan banget kok orang orang suka sama,muka dukun preman kdrt nyaa banget orang orang suka,"['muka', 'dukun', 'preman', 'kdrt', 'nyaa', 'kelihatan', 'banget', 'kok', 'orang', 'orang', 'suka', 'sama']"
semoga kisahnya bisa membuka mata lebih banyak orang tentang pentingnya melawan kdrt,positif,semoga kisahnya membuka mata lebih banyak orang pentingnya melawan kdrt,semoga kisahnya membuka mata orang melawan kdrt,"['semoga', 'kisahnya', 'membuka', 'mata', 'lebih', 'banyak', 'orang', 'pentingnya', 'melawan', 'kdrt']"
sedih banget temanku nikah paling akhir di antara kami ternyata suaminya ampas redflag parah sampai kdrt,negatif,sedih banget temanku nikah paling akhir ternyata suaminya ampas redflag parah kdrt,sedih banget temanku nikah suaminya ampas redflag parah kdrt,"['sedih', 'banget', 'temanku', 'nikah', 'paling', 'akhir', 'ternyata', 'suaminya', 'ampas', 'redflag', 'parah', 'kdrt']"
ini gus miftah mengapa jadi begitu yaaa kalau bercanda sepertinya kurang pantas ke istri sendiri cuma opini ku saja mungkin dia juga kdrt,negatif,gus miftah yaaa bercanda sepertinya kurang pantas istri sendiri cuma opini ku mungkin kdrt,gus miftah yaaa bercanda istri opini ku kdrt,"['gus', 'miftah', 'yaaa', 'bercanda', 'sepertinya', 'kurang', 'pantas', 'istri', 'sendiri', 'cuma', 'opini', 'ku', 'mungkin', 'kdrt']"
dari mulai menganiaya istrinya di tempat umum saja kalian msih ikuti jir saya sudah tidak bisa mikir ni orang memang stres cokkkk yakali seperti tindakan kdrt di atas panggung dan bilang cuman guyon semua hdup luh sepertinya guyon kocak mknya goblok sorry idih banget saya cok,negatif,mulai menganiaya istrinya tempat umum kalian msih ikuti jir mikir ni orang stres cokkkk yakali tindakan kdrt atas panggung bilang cuman guyon hdup luh sepertinya guyon kocak mknya goblok sorry idih banget cok,menganiaya istrinya msih ikuti jir mikir ni orang stres cokkkk yakali tindakan kdrt panggung bilang cuman guyon hdup luh guyon kocak mknya goblok sorry idih banget cok,"['mulai', 'menganiaya', 'istrinya', 'tempat', 'umum', 'kalian', 'msih', 'ikuti', 'jir', 'mikir', 'ni', 'orang', 'stres', 'cokkkk', 'yakali', 'tindakan', 'kdrt', 'atas', 'panggung', 'bilang', 'cuman', 'guyon', 'hdup', 'luh', 'sepertinya', 'guyon', 'kocak', 'mknya', 'goblok', 'sorry', 'idih', 'banget', 'cok']"
maksudnya tolong lah para laki laki jangan merasa superior atas perempuan jangan meremehkan dan merendahkan perempuan kdrt kekerasan seksual kekerasan terhadap perempuan karena laki laki nganggap derajat perempuan lebih rendah tolong,negatif,maksudnya lah laki laki jangan merasa superior atas perempuan jangan meremehkan merendahkan perempuan kdrt kekerasan seksual kekerasan perempuan laki laki nganggap derajat perempuan lebih rendah,maksudnya tolong laki laki superior perempuan meremehkan merendahkan perempuan kdrt kekerasan seksual kekerasan perempuan laki laki nganggap derajat perempuan rendah tolong,"['maksudnya', 'lah', 'laki', 'laki', 'jangan', 'merasa', 'superior', 'atas', 'perempuan', 'jangan', 'meremehkan', 'merendahkan', 'perempuan', 'kdrt', 'kekerasan', 'seksual', 'kekerasan', 'perempuan', 'laki', 'laki', 'nganggap', 'derajat', 'perempuan', 'lebih', 'rendah']"
sudah benar panutan tuh gusti allah dan rasulullah bukan gus gusan ege sudah banyak noh kasus gus problematik gus perundung gus dugem gus pelecehan gus ciuman gus kdrt even sampai ada gus yang bilang kalau di palestina tuh aman like wtf stop lah glorifying gus gus ini woi,negatif,benar panutan tuh gusti allah rasulullah bukan gus gusan ege banyak noh kasus gus problematik gus perundung gus dugem gus pelecehan gus ciuman gus kdrt even ada gus bilang palestina tuh aman like wtf stop lah glorifying gus gus woi,panutan tuh gusti allah rasulullah gus gusan ege noh gus problematik gus perundung gus dugem gus pelecehan gus ciuman gus kdrt even gus bilang palestina tuh aman like wtf stop glorifying gus gus woi,"['benar', 'panutan', 'tuh', 'gusti', 'allah', 'rasulullah', 'bukan', 'gus', 'gusan', 'ege', 'banyak', 'noh', 'kasus', 'gus', 'problematik', 'gus', 'perundung', 'gus', 'dugem', 'gus', 'pelecehan', 'gus', 'ciuman', 'gus', 'kdrt', 'even', 'ada', 'gus', 'bilang', 'palestina', 'tuh', 'aman', 'like', 'wtf', 'stop', 'lah', 'glorifying', 'gus', 'gus', 'woi']"
asli benaran dehh ppl need to wake the fuck upppp stop glorifying gus gus annnn thry are just human after all not a god sudah banyak sliweran juga gus kdrt gus dugem gus ngomong kasar tidak pantas dijadiin idola ege,negatif,asli benaran dehh ppl need to wake the fuck upppp stop glorifying gus gus annnn thry are just human after all not a god banyak sliweran gus kdrt gus dugem gus ngomong kasar pantas dijadiin idola ege,asli benaran dehh ppl need to wake the fuck upppp stop glorifying gus gus annnn thry are just human after all not a god sliweran gus kdrt gus dugem gus ngomong kasar dijadiin idola ege,"['asli', 'benaran', 'dehh', 'ppl', 'need', 'to', 'wake', 'the', 'fuck', 'upppp', 'stop', 'glorifying', 'gus', 'gus', 'annnn', 'thry', 'are', 'just', 'human', 'after', 'all', 'not', 'a', 'god', 'banyak', 'sliweran', 'gus', 'kdrt', 'gus', 'dugem', 'gus', 'ngomong', 'kasar', 'pantas', 'dijadiin', 'idola', 'ege']"
